"date","region","material","distr_chan","quantity","check_nm","check_pos"
2021-05-03,R002,"804250","2",2,"00000020210503011558","0000000001"
2021-06-21,R004,"669388","2",16,"00000020210621026392","0000000001"
2021-03-09,R004,"861542","1",12,"00000020210309049609","0000000002"
2021-06-16,R001,"618625","1",6,"00000020210616016625","0000000004"
2021-05-13,R003,"318802","1",8,"00000020210513015354","0000000002"
2021-06-28,R001,"1231843","1",11,"00000020210628031259","0000000001"
2021-01-18,R002,"1119277","1",1,"00000020210118016419","0000000002"
2021-03-13,R003,"1307280","2",15,"00000020210313044628","0000000012"
2021-06-22,R002,"1400960","2",9,"00000002021062201988","0000000007"
2021-04-29,R001,"1116704","1",3,"00000020210429012574","0000000001"
2021-05-11,R002,"533401","1",13,"00000020210511012372","0000000001"
2021-07-15,R004,"747506","1",7,"00000020210715011465","0000000002"
2021-05-26,R001,"1165373","1",18,"00000020210526011142","0000000005"
2021-02-13,R002,"740351","2",14,"00000020210213032245","0000000001"
2021-02-10,R004,"1371560","2",14,"00000002021021001862","0000000001"
2021-01-09,R001,"747506","1",11,"00000020210109025483","0000000004"
2021-01-25,R004,"398800","2",18,"00000002021012503381","0000000001"
2021-03-22,R002,"410277","2",4,"00000020210322016752","0000000001"
2021-07-09,R004,"713928","2",7,"00000002021070902961","0000000004"
2021-06-17,R003,"1104343","2",19,"00000000202106170379","0000000001"
2021-02-16,R004,"742625","1",8,"00000020210216078102","0000000002"
2021-02-18,R003,"841839","1",6,"00000020210218118751","0000000001"
2021-01-14,R002,"505681","1",17,"00000020210114011589","0000000002"
2021-02-10,R001,"625283","2",4,"00000020210210026330","0000000001"
2021-05-26,R004,"996253","2",8,"00000020210526011692","0000000003"
2021-02-17,R002,"880733","2",6,"00000020210217014294","0000000001"
2021-02-11,R001,"357480","1",4,"00000020210211017535","0000000001"
2021-05-13,R003,"1263064","2",10,"00000020210513014212","0000000002"
2021-06-22,R003,"984523","1",8,"00000002021062201124","0000000001"
2021-07-23,R002,"957263","1",2,"00000020210723036396","0000000001"
2021-03-18,R004,"857139","1",11,"00000020210318012268","0000000004"
2021-05-22,R002,"1348409","2",8,"00000002021052201431","0000000003"
2021-02-08,R002,"1278864","2",15,"00000020210208059505","0000000001"
2021-02-03,R001,"892288","2",19,"00000020210203016516","0000000005"
2021-04-27,R003,"1117546","2",4,"00000020210427034524","0000000002"
2021-01-22,R003,"405949","2",9,"00000020210122048194","0000000002"
2021-05-11,R003,"21100","2",15,"00000020210511019146","0000000003"
2021-04-23,R002,"919777","1",12,"00000002021042301600","0000000001"
2021-03-21,R001,"648842","1",14,"00000020210321017381","0000000001"
2021-01-27,R004,"689803","2",4,"00000020210127018366","0000000001"
2021-02-03,R004,"450444","1",14,"00000020210203012986","0000000001"
2021-03-25,R004,"794402","2",9,"00000002021032507638","0000000001"
2021-07-22,R002,"533079","1",1,"00000020210722021841","0000000001"
2021-01-05,R003,"727271","2",7,"00000020210105086056","0000000002"
2021-04-08,R002,"1132016","1",15,"00000002021040801590","0000000002"
2021-02-27,R001,"669715","2",8,"00000002021022701353","0000000002"
2021-06-02,R001,"453994","1",9,"00000020210602015114","0000000001"
2021-05-28,R001,"1166923","2",12,"00000020210528034789","0000000001"
2021-02-18,R001,"221635","2",18,"00000020210218015304","0000000002"
2021-04-15,R002,"368663","1",6,"00000020210415014806","0000000001"
2021-02-27,R003,"913071","2",1,"00000002021022702249","0000000001"
2021-06-18,R004,"822292","2",16,"00000020210618043041","0000000014"
2021-01-21,R002,"1363305","2",6,"00000020210121011793","0000000001"
2021-05-26,R001,"1176812","1",1,"00000020210526041416","0000000004"
2021-06-25,R003,"338827","1",18,"00000020210625034872","0000000001"
2021-07-15,R001,"1107630","1",9,"00000002021071501318","0000000006"
2021-07-26,R001,"841614","1",2,"00000020210726012688","0000000012"
2021-01-29,R002,"1206754","2",19,"00000020210129027643","0000000001"
2021-03-19,R003,"1123219","2",14,"00000020210319019436","0000000002"
2021-03-24,R003,"376403","2",10,"00000020210324016550","0000000001"
2021-01-18,R001,"650123","2",6,"00000020210118016638","0000000002"
2021-03-06,R002,"333636","1",19,"00000020210306038789","0000000005"
2021-02-04,R003,"912406","1",6,"00000020210204015800","0000000001"
2021-01-16,R002,"996702","1",14,"00000020210116034218","0000000002"
2021-06-13,R004,"637541","2",2,"00000020210613026514","0000000001"
2021-02-06,R004,"861138","1",11,"00000020210206028532","0000000002"
2021-02-06,R001,"1112670","1",20,"00000020210206036105","0000000003"
2021-04-23,R004,"347270","2",8,"00000002021042303237","0000000001"
2021-02-19,R004,"847293","1",18,"00000020210219028986","0000000004"
2021-03-15,R002,"765009","1",15,"00000002021031501306","0000000001"
2021-05-10,R002,"1227445","1",1,"00000020210510079005","0000000002"
2021-03-01,R001,"670760","1",20,"00000020210301038192","0000000002"
2021-01-29,R003,"1400960","2",20,"00000020210129017173","0000000001"
2021-03-28,R003,"373043","1",19,"00000020210328038371","0000000004"
2021-04-19,R003,"725846","2",4,"00000020210419038168","0000000002"
2021-05-29,R001,"438328","2",19,"00000020210529023299","0000000005"
2021-01-03,R003,"1227445","1",8,"00000020210103032729","0000000001"
2021-06-15,R003,"1023712","1",4,"00000020210615017123","0000000002"
2021-07-17,R001,"937908","1",11,"00000020210717021340","0000000002"
2021-04-13,R002,"380972","2",5,"00000020210413025260","0000000002"
2021-06-23,R001,"1227445","1",12,"00000020210623021435","0000000002"
2021-04-22,R001,"466833","2",12,"00000020210422021405","0000000009"
2021-03-16,R002,"568577","2",6,"00000020210316049900","0000000001"
2021-03-23,R004,"673350","1",1,"00000020210323016918","0000000001"
2021-05-04,R002,"929407","2",19,"00000020210504018161","0000000016"
2021-03-05,R001,"1183238","2",7,"00000020210305028727","0000000001"
2021-05-18,R004,"701475","2",15,"00000020210518042043","0000000003"
2021-05-20,R001,"1343302","2",10,"00000020210520013811","0000000001"
2021-04-12,R001,"561691","2",14,"00000020210412028479","0000000002"
2021-02-15,R003,"696106","1",13,"00000020210215036279","0000000001"
2021-02-01,R003,"637829","2",3,"00000020210201029425","0000000002"
2021-02-16,R002,"617507","1",18,"00000020210216046670","0000000001"
2021-01-10,R002,"1369917","1",16,"00000002021011001409","0000000002"
2021-03-13,R001,"442987","1",6,"00000020210313058868","0000000002"
2021-01-29,R002,"1231151","1",14,"00000020210129035318","0000000001"
2021-01-21,R004,"1380430","2",17,"00000020210121012828","0000000003"
2021-01-30,R002,"1177162","2",3,"00000020210130026122","0000000004"
2021-06-04,R002,"1100521","1",7,"00000020210604017439","0000000005"
2021-02-10,R004,"470202","2",13,"00000020210210015516","0000000001"
2021-02-06,R001,"437068","2",3,"00000020210206071062","0000000002"
2021-05-11,R002,"362938","1",10,"00000020210511017387","0000000001"
2021-04-21,R003,"274754","2",5,"00000020210421034491","0000000007"
2021-07-19,R004,"801565","2",19,"00000020210719032108","0000000006"
2021-04-01,R002,"457444","2",2,"00000020210401017625","0000000002"
2021-04-04,R001,"957512","1",18,"00000020210404019233","0000000001"
2021-02-12,R003,"176703","1",12,"00000020210212034995","0000000005"
2021-01-09,R003,"1080087","2",1,"00000020210109025816","0000000005"
2021-03-11,R003,"606453","2",20,"00000020210311015377","0000000004"
2021-03-23,R004,"1146347","2",3,"00000020210323058207","0000000005"
2021-01-13,R002,"1096614","1",5,"00000020210113054941","0000000001"
2021-01-21,R002,"1123219","2",19,"00000020210121037378","0000000001"
2021-02-11,R004,"1166570","2",5,"00000002021021103801","0000000002"
2021-01-09,R003,"643091","1",11,"00000020210109016169","0000000002"
2021-01-17,R003,"382371","1",7,"00000020210117016552","0000000007"
2021-06-20,R003,"286890","2",18,"00000020210620027247","0000000002"
2021-05-31,R002,"1056568","2",15,"00000020210531011129","0000000002"
2021-03-05,R003,"907954","2",18,"00000020210305033430","0000000003"
2021-03-28,R002,"962349","1",10,"00000020210328048653","0000000003"
2021-07-19,R001,"137400","2",12,"00000020210719013747","0000000001"
2021-05-11,R001,"294075","1",1,"00000020210511022441","0000000001"
2021-03-11,R002,"470202","2",8,"00000020210311013945","0000000002"
2021-01-31,R001,"513487","1",1,"00000020210131018490","0000000007"
2021-03-21,R003,"777950","2",12,"00000020210321016049","0000000009"
2021-02-25,R003,"403069","2",14,"00000020210225015644","0000000002"
2021-05-18,R004,"889863","2",9,"00000020210518021792","0000000001"
2021-05-21,R002,"396317","2",3,"00000020210521033569","0000000004"
2021-04-10,R002,"1331609","2",19,"00000020210410034210","0000000001"
2021-07-09,R002,"501826","2",3,"00000020210709071789","0000000035"
2021-01-23,R004,"401606","1",14,"00000000202101230247","0000000003"
2021-02-28,R004,"840260","1",16,"00000020210228076189","0000000004"
2021-04-09,R002,"716515","2",15,"00000020210409017895","0000000001"
2021-04-11,R004,"1220603","2",4,"00000020210411014076","0000000002"
2021-03-03,R001,"1213275","2",19,"00000020210303027768","0000000003"
2021-03-14,R001,"1265596","1",12,"00000020210314014929","0000000001"
2021-05-18,R004,"533401","2",1,"00000020210518023493","0000000011"
2021-01-16,R003,"1206509","2",19,"00000020210116016462","0000000001"
2021-05-15,R002,"1368319","1",4,"00000020210515031453","0000000001"
2021-03-03,R002,"1133235","1",16,"00000020210303038568","0000000007"
2021-05-24,R004,"1183564","2",18,"00000020210524015808","0000000001"
2021-01-15,R004,"1297184","2",5,"00000020210115033177","0000000006"
2021-04-04,R002,"858939","1",13,"00000020210404028231","0000000002"
2021-06-19,R001,"239580","1",5,"00000020210619018392","0000000002"
2021-03-10,R004,"1272126","1",14,"00000020210310047978","0000000001"
2021-02-04,R002,"1327827","1",6,"00000020210204019852","0000000006"
2021-07-21,R003,"1072402","2",18,"00000002021072101542","0000000014"
2021-03-24,R004,"1036255","2",2,"00000020210324018046","0000000001"
2021-07-12,R003,"882425","1",16,"00000002021071201855","0000000001"
2021-02-09,R002,"902030","1",20,"00000020210209036880","0000000006"
2021-04-11,R004,"712830","1",9,"00000020210411019650","0000000001"
2021-03-10,R004,"840260","1",4,"00000020210310015879","0000000004"
2021-02-25,R001,"727271","1",7,"00000020210225036764","0000000001"
2021-04-29,R004,"900338","2",4,"00000020210429017240","0000000003"
2021-06-03,R002,"1421473","2",12,"00000020210603034360","0000000001"
2021-03-24,R004,"632591","1",16,"00000020210324017779","0000000002"
2021-01-11,R004,"1240632","1",16,"00000020210111015532","0000000001"
2021-07-21,R002,"1095465","1",19,"00000020210721013244","0000000001"
2021-04-08,R001,"437068","2",4,"00000020210408029160","0000000002"
2021-02-04,R004,"889098","1",10,"00000002021020402958","0000000001"
2021-07-25,R002,"300997","2",15,"00000020210725056826","0000000005"
2021-04-09,R002,"361457","2",18,"00000020210409014841","0000000006"
2021-01-27,R001,"913071","2",18,"00000020210127011376","0000000004"
2021-03-14,R003,"1066964","2",1,"00000002021031403966","0000000002"
2021-05-10,R004,"966812","1",15,"00000020210510013271","0000000002"
2021-03-26,R002,"1274857","1",6,"00000020210326048597","0000000002"
2021-02-06,R003,"1385973","1",19,"00000002021020602627","0000000001"
2021-06-01,R004,"21100","1",4,"00000020210601061936","0000000008"
2021-04-05,R001,"1269037","2",7,"00000020210405013073","0000000003"
2021-03-29,R004,"962420","1",15,"00000020210329014826","0000000011"
2021-04-25,R002,"519956","2",10,"00000020210425026526","0000000001"
2021-07-05,R001,"467067","1",5,"00000002021070501273","0000000001"
2021-01-08,R001,"816516","1",1,"00000020210108015525","0000000001"
2021-01-27,R001,"1245515","1",9,"00000020210127057690","0000000001"
2021-03-09,R004,"804250","2",1,"00000020210309014398","0000000001"
2021-04-13,R004,"637634","2",8,"00000020210413051888","0000000005"
2021-02-16,R002,"1095465","1",9,"00000002021021601791","0000000001"
2021-03-12,R004,"1304728","1",18,"00000020210312036307","0000000016"
2021-04-06,R003,"1171344","2",15,"00000020210406017907","0000000001"
2021-04-17,R002,"289726","2",6,"00000002021041701882","0000000003"
2021-05-19,R003,"21100","1",11,"00000020210519012760","0000000001"
2021-06-18,R002,"662994","2",2,"00000020210618024510","0000000001"
2021-01-19,R003,"852671","1",10,"00000020210119026095","0000000001"
2021-04-26,R003,"1026360","1",3,"00000020210426035388","0000000002"
2021-04-01,R004,"716515","2",1,"00000020210401045209","0000000002"
2021-06-22,R001,"842648","1",2,"00000002021062203951","0000000003"
2021-01-26,R002,"1272309","1",19,"00000020210126033650","0000000001"
2021-03-13,R004,"741566","1",11,"00000020210313111817","0000000001"
2021-02-14,R001,"1015939","2",14,"00000020210214026723","0000000005"
2021-06-17,R004,"1240632","1",13,"00000020210617063902","0000000002"
2021-06-05,R002,"793477","1",10,"00000020210605011878","0000000003"
2021-07-13,R002,"917665","2",17,"00000020210713051560","0000000001"
2021-03-29,R004,"793477","1",17,"00000002021032902976","0000000002"
2021-06-29,R001,"980983","2",5,"00000020210629025301","0000000001"
2021-06-06,R001,"762370","1",11,"00000002021060602785","0000000001"
2021-07-08,R004,"882425","1",11,"00000020210708026118","0000000002"
2021-06-15,R004,"858939","1",6,"00000020210615026619","0000000002"
2021-04-14,R002,"1318867","1",15,"00000020210414033774","0000000003"
2021-07-16,R002,"1130294","2",18,"00000020210716051921","0000000004"
2021-07-10,R004,"1214606","2",18,"00000002021071001977","0000000004"
2021-01-30,R002,"1096383","1",5,"00000020210130049979","0000000002"
2021-03-05,R003,"372295","1",4,"00000020210305079258","0000000003"
2021-02-03,R004,"1309577","1",15,"00000002021020303547","0000000003"
2021-04-01,R001,"1017079","2",11,"00000020210401081902","0000000007"
2021-03-02,R003,"651237","2",3,"00000020210302011552","0000000002"
2021-04-14,R002,"1234373","2",15,"00000020210414035096","0000000009"
2021-02-16,R004,"722243","1",15,"00000020210216028385","0000000002"
2021-04-25,R004,"512480","2",2,"00000020210425012386","0000000001"
2021-02-13,R003,"1299495","2",1,"00000020210213073829","0000000001"
2021-02-28,R001,"267118","2",6,"00000002021022801237","0000000008"
2021-02-02,R003,"1272126","2",17,"00000020210202039063","0000000006"
2021-04-19,R001,"1044450","2",18,"00000020210419024546","0000000004"
2021-04-14,R001,"1371149","1",16,"00000020210414018440","0000000001"
2021-07-21,R004,"825612","1",20,"00000020210721021957","0000000003"
2021-02-16,R002,"844585","1",10,"00000020210216032750","0000000001"
2021-01-18,R002,"1385973","2",10,"00000020210118014379","0000000002"
2021-03-30,R001,"236556","1",4,"00000020210330018511","0000000002"
2021-02-28,R002,"1211740","2",7,"00000020210228028899","0000000002"
2021-05-13,R003,"1181512","1",7,"00000020210513054839","0000000001"
2021-02-26,R001,"1036852","1",16,"00000020210226018870","0000000002"
2021-01-21,R004,"1138615","1",2,"00000020210121011812","0000000004"
2021-07-19,R001,"194879","2",18,"00000020210719011881","0000000001"
2021-05-10,R003,"935147","1",4,"00000020210510032408","0000000003"
2021-01-28,R003,"1166923","2",13,"00000020210128033168","0000000003"
2021-01-05,R002,"432592","2",1,"00000020210105014513","0000000001"
2021-03-30,R004,"817922","1",10,"00000020210330012515","0000000005"
2021-07-08,R001,"1100521","1",1,"00000002021070804719","0000000001"
2021-01-15,R004,"1389669","2",13,"00000020210115019153","0000000004"
2021-01-25,R001,"638421","2",2,"00000020210125014126","0000000001"
2021-03-13,R001,"1287262","2",8,"00000020210313015950","0000000002"
2021-03-24,R003,"221978","1",15,"00000020210324029485","0000000001"
2021-03-10,R001,"1018176","2",11,"00000020210310025811","0000000001"
2021-07-03,R002,"1160354","1",2,"00000020210703011799","0000000003"
2021-04-18,R002,"659011","1",15,"00000002021041802116","0000000001"
2021-03-24,R002,"1348409","2",5,"00000020210324039415","0000000001"
2021-01-20,R001,"937908","1",15,"00000020210120027795","0000000009"
2021-05-10,R001,"1144297","1",14,"00000020210510028660","0000000002"
2021-03-18,R001,"908743","2",9,"00000002021031801197","0000000001"
2021-07-11,R003,"772041","2",5,"00000020210711086143","0000000006"
2021-01-20,R003,"1211957","2",18,"00000020210120011352","0000000002"
2021-04-15,R003,"779912","2",5,"00000002021041502759","0000000001"
2021-07-12,R003,"496113","2",19,"00000002021071201889","0000000003"
2021-05-08,R004,"1380430","2",12,"00000020210508018981","0000000001"
2021-03-21,R001,"410277","1",15,"00000020210321021479","0000000001"
2021-01-20,R003,"889539","2",3,"00000020210120013849","0000000002"
2021-03-30,R004,"213679","1",16,"00000020210330013447","0000000002"
2021-04-17,R004,"877557","2",3,"00000020210417023873","0000000002"
2021-05-30,R004,"410277","1",1,"00000020210530011502","0000000001"
2021-03-01,R001,"928913","1",9,"00000020210301022664","0000000001"
2021-02-01,R003,"369103","1",8,"00000020210201012047","0000000004"
2021-05-12,R003,"637634","2",20,"00000020210512017037","0000000001"
2021-04-20,R004,"762370","2",16,"00000020210420017585","0000000001"
2021-02-27,R003,"1307155","2",11,"00000020210227017685","0000000005"
2021-01-20,R004,"1148843","1",20,"00000020210120012402","0000000001"
2021-07-14,R004,"1220603","1",1,"00000020210714031504","0000000002"
2021-02-06,R004,"1197633","2",20,"00000020210206049364","0000000001"
2021-03-07,R003,"768266","1",2,"00000020210307017662","0000000001"
2021-04-13,R001,"669715","1",1,"00000020210413011431","0000000001"
2021-02-10,R004,"1103271","2",17,"00000002021021001682","0000000007"
2021-03-17,R002,"1390252","1",5,"00000020210317031099","0000000001"
2021-06-11,R003,"1119539","1",3,"00000020210611026246","0000000001"
2021-02-07,R003,"403069","1",4,"00000020210207041363","0000000013"
2021-01-10,R002,"899448","1",15,"00000020210110047834","0000000013"
2021-03-27,R002,"808228","2",7,"00000020210327018243","0000000001"
2021-05-15,R002,"329289","1",6,"00000020210515032826","0000000002"
2021-04-09,R004,"993493","1",2,"00000020210409083263","0000000003"
2021-02-01,R002,"983807","1",20,"00000020210201036520","0000000004"
2021-05-20,R003,"21100","1",5,"00000020210520029738","0000000001"
2021-03-18,R001,"848687","2",20,"00000020210318033717","0000000003"
2021-07-16,R002,"620590","1",18,"00000020210716032961","0000000002"
2021-02-14,R003,"877557","1",5,"00000020210214016347","0000000001"
2021-01-19,R002,"403069","1",20,"00000002021011902871","0000000001"
2021-04-14,R003,"753750","1",11,"00000002021041401488","0000000003"
2021-01-19,R004,"1265564","2",3,"00000020210119011335","0000000005"
2021-02-13,R001,"748804","1",14,"00000020210213015236","0000000005"
2021-03-06,R002,"670760","1",16,"00000002021030603661","0000000001"
2021-06-03,R001,"334428","2",5,"00000020210603012147","0000000004"
2021-03-13,R002,"1039217","1",20,"00000020210313015823","0000000001"
2021-07-26,R003,"496113","1",10,"00000020210726036919","0000000002"
2021-03-21,R004,"401606","2",8,"00000020210321017169","0000000003"
2021-04-18,R002,"21100","1",17,"00000020210418037829","0000000008"
2021-02-25,R004,"777950","2",12,"00000020210225014641","0000000002"
2021-04-17,R002,"456409","2",12,"00000020210417031337","0000000003"
2021-03-31,R003,"1137889","2",13,"00000020210331034351","0000000002"
2021-03-17,R002,"1323228","2",7,"00000020210317054861","0000000013"
2021-01-30,R003,"531775","1",18,"00000020210130016544","0000000003"
2021-04-17,R003,"21100","2",5,"00000002021041701904","0000000002"
2021-06-29,R004,"841614","2",4,"00000020210629022895","0000000001"
2021-07-12,R004,"1070394","1",8,"00000020210712045087","0000000004"
2021-03-28,R004,"1323806","1",6,"00000020210328081065","0000000005"
2021-04-01,R003,"1241602","2",2,"00000020210401039934","0000000001"
2021-03-21,R002,"1354327","2",7,"00000020210321027020","0000000003"
2021-03-24,R001,"1338539","2",7,"00000020210324019261","0000000001"
2021-06-14,R003,"1183238","1",19,"00000020210614018745","0000000001"
2021-03-26,R003,"847293","1",15,"00000002021032601655","0000000002"
2021-05-14,R004,"778396","1",12,"00000020210514014029","0000000005"
2021-05-02,R004,"21100","1",4,"00000020210502012286","0000000002"
2021-05-02,R004,"747506","1",3,"00000020210502016517","0000000002"
2021-07-06,R001,"1183818","2",18,"00000002021070601466","0000000004"
2021-01-04,R001,"839172","2",10,"00000020210104018374","0000000002"
2021-03-17,R001,"1265596","1",1,"00000020210317112492","0000000002"
2021-05-31,R001,"376584","1",11,"00000002021053102151","0000000001"
2021-04-29,R002,"857139","2",10,"00000000202104290485","0000000003"
2021-02-03,R003,"1040716","2",10,"00000020210203035020","0000000002"
2021-02-08,R001,"803435","2",11,"00000020210208014580","0000000004"
2021-01-29,R001,"722241","2",18,"00000020210129028022","0000000002"
2021-05-17,R002,"407431","1",4,"00000020210517119967","0000000003"
2021-04-22,R004,"765009","1",3,"00000020210422042455","0000000001"
2021-04-19,R004,"603907","1",17,"00000020210419015837","0000000002"
2021-02-11,R003,"438328","2",20,"00000020210211016890","0000000001"
2021-04-01,R001,"1026360","2",7,"00000020210401057534","0000000003"
2021-03-22,R004,"1331639","1",15,"00000020210322026293","0000000005"
2021-04-18,R003,"1370946","1",6,"00000020210418067497","0000000005"
2021-06-05,R002,"1019964","2",13,"00000020210605026724","0000000010"
2021-02-10,R004,"1181512","2",19,"00000020210210029755","0000000006"
2021-03-19,R002,"558686","2",2,"00000020210319057585","0000000001"
2021-01-21,R003,"896541","2",17,"00000020210121014372","0000000004"
2021-04-13,R003,"324347","2",9,"00000020210413014940","0000000002"
2021-01-24,R001,"1206754","1",16,"00000020210124023752","0000000002"
2021-01-25,R004,"741566","1",18,"00000000020210125073","0000000010"
2021-01-10,R003,"751429","2",19,"00000020210110017096","0000000003"
2021-02-14,R001,"247862","2",19,"00000020210214018133","0000000001"
2021-07-03,R004,"755641","2",12,"00000020210703017470","0000000010"
2021-02-07,R001,"916302","1",10,"00000002021020701270","0000000005"
2021-05-15,R004,"1128088","2",1,"00000020210515014430","0000000003"
2021-01-26,R002,"333636","1",10,"00000020210126018052","0000000001"
2021-01-26,R003,"768266","1",20,"00000020210126059186","0000000001"
2021-04-24,R003,"1403939","2",19,"00000020210424023606","0000000003"
2021-02-08,R003,"1327087","1",10,"00000020210208019228","0000000002"
2021-05-07,R002,"1023712","1",4,"00000020210507118904","0000000001"
2021-02-24,R003,"186154","1",6,"00000020210224038507","0000000001"
2021-02-01,R001,"457151","1",5,"00000020210201038944","0000000002"
2021-03-25,R003,"1147234","1",8,"00000002021032507587","0000000006"
2021-03-12,R003,"706051","1",2,"00000020210312019990","0000000001"
2021-06-06,R001,"1286027","1",20,"00000020210606013406","0000000002"
2021-02-10,R003,"644537","2",7,"00000020210210015202","0000000007"
2021-05-27,R001,"633719","2",17,"00000020210527024656","0000000001"
2021-05-19,R001,"396317","1",7,"00000002021051902238","0000000001"
2021-03-04,R002,"874988","1",6,"00000020210304018569","0000000002"
2021-03-13,R004,"605815","2",14,"00000020210313032312","0000000001"
2021-01-17,R003,"750386","2",15,"00000020210117016582","0000000002"
2021-04-08,R003,"1071317","2",19,"00000020210408047790","0000000005"
2021-03-23,R004,"246657","1",15,"00000002021032307399","0000000001"
2021-04-05,R004,"566540","1",13,"00000020210405019368","0000000004"
2021-01-16,R002,"747506","2",11,"00000020210116016013","0000000001"
2021-07-24,R004,"1422669","2",14,"00000020210724022324","0000000001"
2021-06-04,R002,"712830","2",13,"00000020210604015487","0000000002"
2021-04-05,R003,"1121279","1",19,"00000020210405036328","0000000002"
2021-05-17,R003,"1246574","2",17,"00000020210517031909","0000000003"
2021-02-09,R003,"1168312","1",9,"00000002021020904888","0000000009"
2021-04-17,R003,"359884","2",1,"00000020210417015479","0000000006"
2021-02-08,R002,"1220603","1",15,"00000020210208033850","0000000010"
2021-03-02,R004,"1240006","1",6,"00000020210302013103","0000000002"
2021-04-09,R003,"405949","1",3,"00000020210409036265","0000000002"
2021-07-01,R003,"1128539","2",13,"00000002021070101664","0000000001"
2021-05-31,R003,"209175","1",15,"00000020210531027588","0000000001"
2021-03-04,R001,"848998","2",19,"00000020210304034256","0000000002"
2021-01-12,R003,"840260","1",10,"00000020210112023391","0000000002"
2021-01-24,R004,"1386304","2",8,"00000020210124033367","0000000002"
2021-02-02,R002,"814572","2",17,"00000020210202028180","0000000002"
2021-03-21,R001,"1057184","2",11,"00000020210321031329","0000000010"
2021-06-23,R001,"1121279","2",13,"00000020210623017651","0000000002"
2021-02-22,R003,"1098579","2",6,"00000020210222023111","0000000001"
2021-05-09,R004,"1283080","2",4,"00000020210509011503","0000000001"
2021-03-03,R002,"194879","1",7,"00000020210303016574","0000000004"
2021-02-13,R001,"740636","1",16,"00000020210213037198","0000000011"
2021-02-21,R001,"1143555","2",6,"00000020210221015693","0000000004"
2021-02-12,R004,"1265577","2",3,"00000020210212046251","0000000003"
2021-01-23,R003,"1011062","2",11,"00000020210123014324","0000000002"
2021-02-09,R001,"870533","2",13,"00000020210209072952","0000000006"
2021-02-10,R004,"896541","1",19,"00000020210210016249","0000000001"
2021-01-13,R003,"493448","1",9,"00000020210113037981","0000000003"
2021-02-01,R001,"1034555","1",13,"00000020210201029885","0000000001"
2021-05-04,R002,"1237444","2",3,"00000020210504033510","0000000004"
2021-02-09,R004,"1153855","2",1,"00000020210209014670","0000000001"
2021-02-08,R003,"248819","1",8,"00000020210208015067","0000000003"
2021-01-25,R004,"420029","1",5,"00000020210125024770","0000000046"
2021-06-16,R002,"1226515","2",19,"00000020210616023677","0000000003"
2021-04-07,R002,"698992","1",16,"00000020210407071576","0000000001"
2021-01-14,R004,"730883","2",9,"00000020210114022216","0000000001"
2021-04-13,R001,"1275723","2",18,"00000020210413014290","0000000006"
2021-02-10,R001,"1132805","1",4,"00000020210210042010","0000000003"
2021-02-27,R001,"1025928","1",6,"00000020210227018540","0000000003"
2021-01-29,R002,"533079","2",14,"00000020210129012511","0000000002"
2021-06-17,R001,"813982","1",4,"00000020210617042993","0000000001"
2021-01-25,R001,"633668","1",9,"00000020210125037945","0000000001"
2021-04-14,R004,"788210","2",17,"00000002021041401499","0000000001"
2021-02-26,R002,"916325","2",9,"00000020210226037470","0000000003"
2021-01-16,R003,"390122","2",10,"00000020210116031511","0000000001"
2021-03-14,R003,"1358913","2",5,"00000020210314028591","0000000001"
2021-06-24,R003,"1019964","1",6,"00000000202106240215","0000000001"
2021-02-28,R003,"1403939","2",2,"00000020210228016279","0000000003"
2021-03-13,R002,"1169668","1",11,"00000020210313026196","0000000004"
2021-06-28,R003,"1411147","2",14,"00000002021062802198","0000000007"
2021-02-10,R003,"1133235","2",12,"00000020210210034037","0000000005"
2021-06-03,R001,"1107050","2",2,"00000002021060301209","0000000001"
2021-03-26,R003,"825539","1",20,"00000020210326056542","0000000002"
2021-05-26,R004,"572471","1",10,"00000002021052601938","0000000001"
2021-04-12,R003,"1242530","1",4,"00000002021041202483","0000000002"
2021-07-04,R004,"871296","1",4,"00000020210704036045","0000000003"
2021-01-24,R002,"330466","1",10,"00000002021012402296","0000000013"
2021-04-13,R003,"1259339","1",6,"00000020210413048188","0000000006"
2021-03-16,R002,"1198480","1",3,"00000020210316019477","0000000003"
2021-07-11,R004,"424201","2",1,"00000020210711035142","0000000002"
2021-02-02,R002,"1141331","1",15,"00000020210202032906","0000000022"
2021-05-31,R001,"985769","2",3,"00000020210531033728","0000000006"
2021-04-04,R003,"330466","1",13,"00000002021040401739","0000000002"
2021-02-28,R003,"137400","2",20,"00000020210228076237","0000000001"
2021-03-06,R002,"1052534","2",2,"00000020210306019163","0000000001"
2021-01-30,R002,"568577","1",11,"00000020210130057772","0000000001"
2021-01-20,R002,"161658","1",18,"00000020210120056081","0000000001"
2021-04-03,R003,"932392","2",5,"00000020210403033011","0000000007"
2021-06-23,R001,"566540","2",6,"00000020210623042446","0000000002"
2021-07-26,R003,"703805","1",12,"00000020210726032831","0000000001"
2021-01-27,R001,"631012","2",13,"00000020210127026440","0000000002"
2021-01-15,R004,"318802","2",2,"00000020210115068959","0000000002"
2021-01-30,R004,"1361365","2",11,"00000020210130115612","0000000001"
2021-07-05,R003,"419286","2",12,"00000002021070502897","0000000003"
2021-02-14,R002,"1095997","1",9,"00000020210214012750","0000000002"
2021-06-28,R001,"377970","1",12,"00000020210628018844","0000000006"
