"plant","calday","calmonth","billnum","billitem","material","netval","tax","qty","rpa_sat","timestamp"
M003,2021-02-26,202102,901132371,2,1000047879,39.17,7.83,1,47.00,2023-04-10 13:12:10.000
M004,2021-02-17,202102,901132924,1,1000008049,35.00,7.00,1,42.00,2023-04-10 13:12:10.000
M004,2021-02-17,202102,901132924,2,2025441005,141.82,14.18,1,156.00,2023-04-10 13:12:10.000
M004,2021-02-17,202102,901132924,3,2026310003,333.64,33.36,1,367.00,2023-04-10 13:12:10.000
M003,2021-02-17,202102,901133565,1,1000045350,59.17,11.83,1,71.00,2023-04-10 13:12:10.000
M003,2021-02-17,202102,901133565,2,1000045385,22.00,4.00,1,27.00,2023-04-10 13:12:10.000
M003,2021-02-17,202102,901133587,1,106864747,20.83,4.17,1,25.00,2023-04-10 13:12:10.000
M007,2021-02-17,202102,901135002,1,1000024121,2999.17,599.83,1,3599.00,2023-04-10 13:12:10.000
M007,2021-02-17,202102,901135002,2,1000024133,227.50,45.50,3,273.00,2023-04-10 13:12:10.000
M013,2021-02-16,202102,901135629,1,893138,73.33,14.67,1,88.00,2023-04-10 13:12:10.000
M012,2021-02-16,202102,901136488,1,2486,16.67,3.33,1,20.00,2023-04-10 13:12:10.000
M012,2021-02-16,202102,901136488,2,17589,322.50,64.50,1,387.00,2023-04-10 13:12:10.000
M012,2021-02-16,202102,901136488,3,19067,55.00,11.00,1,66.00,2023-04-10 13:12:10.000
M012,2021-02-16,202102,901136488,4,20404,3416.67,683.33,1,4100.00,2023-04-10 13:12:10.000
M012,2021-02-16,202102,901136488,5,20703,172.50,34.50,3,207.00,2023-04-10 13:12:10.000
M012,2021-02-16,202102,901136488,6,31171,24.17,4.83,1,29.00,2023-04-10 13:12:10.000
M012,2021-02-16,202102,901136488,7,32204,65.45,6.55,1,72.00,2023-04-10 13:12:10.000
M012,2021-02-16,202102,901136488,8,34428,70.00,14.00,3,84.00,2023-04-10 13:12:10.000
M012,2021-02-16,202102,901136488,9,35148,80.00,16.00,1,96.00,2023-04-10 13:12:10.000
M012,2021-02-16,202102,901136488,10,35483,27.00,5.00,1,33.00,2023-04-10 13:12:10.000
M009,2021-02-16,202102,901136489,1,1000038169,30.83,6.17,1,37.00,2023-04-10 13:12:10.000
M009,2021-02-16,202102,901136489,2,1000038242,88.33,17.67,2,106.00,2023-04-10 13:12:10.000
M009,2021-02-16,202102,901136489,3,1000038317,291.67,58.33,1,350.00,2023-04-10 13:12:10.000
M009,2021-02-16,202102,901136489,4,1000038327,402.50,80.50,1,483.00,2023-04-10 13:12:10.000
M009,2021-02-16,202102,901136489,5,1000038416,66.67,13.33,1,80.00,2023-04-10 13:12:10.000
M009,2021-02-16,202102,901136489,6,1000038426,5.00,1.00,1,6.00,2023-04-10 13:12:10.000
M009,2021-02-16,202102,901136489,7,1000038440,27.00,5.00,1,33.00,2023-04-10 13:12:10.000
M009,2021-02-16,202102,901136489,8,1000038715,105.83,21.17,1,127.00,2023-04-10 13:12:10.000
M003,2021-02-16,202102,901137268,1,107084726,55.00,11.00,1,66.00,2023-04-10 13:12:10.000
M005,2021-02-17,202102,901139956,1,2025626008,2425.00,485.00,3,2910.00,2023-04-10 13:12:10.000
M005,2021-02-17,202102,901139956,2,2026542005,5.45,0.55,2,6.00,2023-04-10 13:12:10.000
M005,2021-02-17,202102,901139956,3,2026543005,3398.33,679.67,1,4078.00,2023-04-10 13:12:10.000
M005,2021-02-17,202102,901139956,4,2026918006,14.17,2.83,1,17.00,2023-04-10 13:12:10.000
M003,2021-02-18,202102,901139957,1,19372,320.91,32.09,1,353.00,2023-04-10 13:12:10.000
M007,2021-02-22,202102,901140780,1,107568202,29.17,5.83,1,35.00,2023-04-10 13:12:10.000
M007,2021-02-22,202102,901140780,2,1000027043,20.00,4.00,1,24.00,2023-04-10 13:12:10.000
M007,2021-02-22,202102,901140780,3,1000032172,36.67,7.33,1,44.00,2023-04-10 13:12:10.000
M007,2021-02-22,202102,901140780,4,1000045900,39.09,3.91,1,43.00,2023-04-10 13:12:10.000
M007,2021-02-22,202102,901140780,5,2025547001,421.67,84.33,1,506.00,2023-04-10 13:12:10.000
M007,2021-02-22,202102,901140780,6,2025663009,69.17,13.83,1,83.00,2023-04-10 13:12:10.000
M007,2021-02-22,202102,901140780,7,2025688007,2034.17,406.83,1,2441.00,2023-04-10 13:12:10.000
M007,2021-02-22,202102,901140780,8,2025922003,4.17,0.83,1,5.00,2023-04-10 13:12:10.000
M007,2021-02-22,202102,901140780,9,2025926004,239.17,47.83,1,287.00,2023-04-10 13:12:10.000
M007,2021-02-22,202102,901140780,10,2026049003,156.67,31.33,2,188.00,2023-04-10 13:12:10.000
M007,2021-02-22,202102,901140780,11,2026865003,295.83,59.17,1,355.00,2023-04-10 13:12:10.000
M007,2021-02-22,202102,901140780,12,2027042002,10.91,1.09,1,12.00,2023-04-10 13:12:10.000
M007,2021-02-22,202102,901140780,13,2027163015,10.00,2.00,1,12.00,2023-04-10 13:12:10.000
M007,2021-02-22,202102,901140780,14,2027922006,51.67,10.33,1,62.00,2023-04-10 13:12:10.000
M007,2021-02-22,202102,901140780,15,2027987002,56.67,11.33,2,68.00,2023-04-10 13:12:10.000
M007,2021-02-22,202102,901140780,16,2028197002,145.00,29.00,1,174.00,2023-04-10 13:12:10.000
M007,2021-02-22,202102,901140780,17,2030814001,199.17,39.83,1,239.00,2023-04-10 13:12:10.000
M007,2021-02-22,202102,901140780,18,2032897002,50.83,10.17,1,61.00,2023-04-10 13:12:10.000
M011,2021-02-20,202102,901141032,1,2027444003,25.00,5.00,1,30.00,2023-04-10 13:12:10.000
M011,2021-02-20,202102,901141032,2,2027454004,632.50,126.50,1,759.00,2023-04-10 13:12:10.000
M001,2021-02-22,202102,901141065,1,7000009745,80.83,16.17,1,97.00,2023-04-10 13:12:10.000
M003,2021-02-22,202102,901141067,1,107752886,28.18,2.82,1,31.00,2023-04-10 13:12:10.000
M003,2021-02-22,202102,901141067,2,1000014447,0.83,0.17,1,1.00,2023-04-10 13:12:10.000
M003,2021-02-22,202102,901141067,3,2025170006,213.33,42.67,4,256.00,2023-04-10 13:12:10.000
M008,2021-02-22,202102,901141068,1,1000037199,2795.00,559.00,1,3354.00,2023-04-10 13:12:10.000
M008,2021-02-22,202102,901141068,2,1000037211,6976.36,697.64,2,7674.00,2023-04-10 13:12:10.000
M008,2021-02-22,202102,901141068,3,1000037442,1202.50,240.50,3,1443.00,2023-04-10 13:12:10.000
M004,2021-02-22,202102,901141069,1,2025362001,108.33,21.67,2,130.00,2023-04-10 13:12:10.000
M004,2021-02-22,202102,901141069,2,2025370001,26.67,5.33,1,32.00,2023-04-10 13:12:10.000
M004,2021-02-22,202102,901141069,3,2025370002,50.91,5.09,2,56.00,2023-04-10 13:12:10.000
M005,2021-02-24,202102,901141517,1,1000050045,58.33,11.67,1,70.00,2023-04-10 13:12:10.000
M005,2021-02-24,202102,901141517,2,1000050046,73.33,14.67,1,88.00,2023-04-10 13:12:10.000
M002,2021-02-18,202102,901141623,1,1000026090,732.73,73.27,1,806.00,2023-04-10 13:12:10.000
M002,2021-02-18,202102,901141623,2,2025125005,115.00,23.00,2,138.00,2023-04-10 13:12:10.000
M007,2021-02-17,202102,901141749,1,84339,22.73,2.27,1,25.00,2023-04-10 13:12:10.000
M007,2021-02-17,202102,901141749,2,254659,194.17,38.83,1,233.00,2023-04-10 13:12:10.000
M002,2021-02-17,202102,901144024,1,1000034093,28.33,5.67,1,34.00,2023-04-10 13:12:10.000
M002,2021-02-17,202102,901144024,2,1000034187,31.67,6.33,1,38.00,2023-04-10 13:12:10.000
M002,2021-02-17,202102,901144024,3,1000034189,31.67,6.33,2,38.00,2023-04-10 13:12:10.000
M002,2021-02-17,202102,901144024,4,1000034191,322.50,64.50,1,387.00,2023-04-10 13:12:10.000
M002,2021-02-17,202102,901144024,5,1000034194,281.82,28.18,2,310.00,2023-04-10 13:12:10.000
M003,2021-02-16,202102,901144571,1,2031554006,287.50,57.50,1,345.00,2023-04-10 13:12:10.000
M003,2021-02-16,202102,901144571,2,2031568001,76.67,15.33,1,92.00,2023-04-10 13:12:10.000
M003,2021-02-16,202102,901144571,3,2031573005,253.33,50.67,1,304.00,2023-04-10 13:12:10.000
M003,2021-02-16,202102,901144571,4,2031638003,9373.64,937.36,3,10311.00,2023-04-10 13:12:10.000
M003,2021-02-16,202102,901144571,5,2031683004,613.33,122.67,1,736.00,2023-04-10 13:12:10.000
M003,2021-02-16,202102,901144571,6,2031768002,33.33,6.67,1,40.00,2023-04-10 13:12:10.000
M003,2021-02-16,202102,901144571,7,2032517002,199.09,19.91,3,219.00,2023-04-10 13:12:10.000
M003,2021-02-16,202102,901144571,8,2032626001,150.00,30.00,3,180.00,2023-04-10 13:12:10.000
M003,2021-02-16,202102,901144571,9,2032663002,741.67,148.33,2,890.00,2023-04-10 13:12:10.000
M003,2021-02-16,202102,901144571,10,2032674006,73.33,14.67,2,88.00,2023-04-10 13:12:10.000
M003,2021-02-16,202102,901144571,11,2032713003,318.33,63.67,1,382.00,2023-04-10 13:12:10.000
M003,2021-02-16,202102,901144571,12,2032720002,21.67,4.33,1,26.00,2023-04-10 13:12:10.000
M003,2021-02-16,202102,901144571,13,2032734001,40.00,4.00,1,44.00,2023-04-10 13:12:10.000
M003,2021-02-16,202102,901144571,14,2032734003,3341.67,668.33,1,4010.00,2023-04-10 13:12:10.000
M003,2021-02-16,202102,901144571,15,2032839002,14.17,2.83,1,17.00,2023-04-10 13:12:10.000
M005,2021-02-16,202102,901144575,1,2026951002,50.91,5.09,1,56.00,2023-04-10 13:12:10.000
M005,2021-02-16,202102,901144575,2,2026960001,630.00,126.00,2,756.00,2023-04-10 13:12:10.000
M008,2021-02-23,202102,901144628,1,1000050476,12.00,2.00,3,15.00,2023-04-10 13:12:10.000
M008,2021-02-23,202102,901144628,2,1000050487,55.83,11.17,1,67.00,2023-04-10 13:12:10.000
M008,2021-02-23,202102,901144628,3,1000050490,33.33,6.67,1,40.00,2023-04-10 13:12:10.000
M008,2021-02-23,202102,901144628,4,1000050512,75.00,15.00,3,90.00,2023-04-10 13:12:10.000
M008,2021-02-23,202102,901144628,5,1000050557,58.33,11.67,1,70.00,2023-04-10 13:12:10.000
M008,2021-02-23,202102,901144628,6,1000050610,1.82,0.18,1,2.00,2023-04-10 13:12:10.000
M008,2021-02-23,202102,901144628,7,1000050632,79.17,15.83,1,95.00,2023-04-10 13:12:10.000
M008,2021-02-23,202102,901144628,8,1000050667,4535.45,453.55,1,4989.00,2023-04-10 13:12:10.000
M008,2021-02-23,202102,901144628,9,1000050668,2375.83,475.17,1,2851.00,2023-04-10 13:12:10.000
M008,2021-02-23,202102,901144628,10,1000050717,183.33,36.67,2,220.00,2023-04-10 13:12:10.000
M008,2021-02-23,202102,901144628,11,1000050720,14.17,2.83,1,17.00,2023-04-10 13:12:10.000
M008,2021-02-23,202102,901144628,12,1000050724,21.82,2.18,1,24.00,2023-04-10 13:12:10.000
M008,2021-02-23,202102,901144628,13,1000050724,65.45,6.55,3,72.00,2023-04-10 13:12:10.000
M008,2021-02-23,202102,901144628,14,1000050725,741.82,74.18,2,816.00,2023-04-10 13:12:10.000
M008,2021-02-23,202102,901144628,15,1000050726,219.17,43.83,1,263.00,2023-04-10 13:12:10.000
M008,2021-02-23,202102,901144628,16,1000050726,219.17,43.83,1,263.00,2023-04-10 13:12:10.000
M008,2021-02-23,202102,901144628,17,1000050727,2701.67,540.33,1,3242.00,2023-04-10 13:12:10.000
M008,2021-02-23,202102,901144628,18,1000050727,8105.00,1621.00,3,9726.00,2023-04-10 13:12:10.000
M003,2021-02-17,202102,901145225,1,893138,73.33,14.67,1,88.00,2023-04-10 13:12:10.000
M003,2021-02-17,202102,901145225,2,7000009745,242.50,48.50,3,291.00,2023-04-10 13:12:10.000
M013,2021-02-20,202102,901145567,1,1000038337,46.67,9.33,1,56.00,2023-04-10 13:12:10.000
M008,2021-02-16,202102,901148018,1,107969217,30.83,6.17,1,37.00,2023-04-10 13:12:10.000
M013,2021-02-18,202102,901150183,1,106297578,597.50,119.50,1,717.00,2023-04-10 13:12:10.000
M013,2021-02-18,202102,901150183,2,1000030938,710.83,142.17,1,853.00,2023-04-10 13:12:10.000
M013,2021-02-18,202102,901150183,3,1000036172,80.83,16.17,1,97.00,2023-04-10 13:12:10.000
M012,2021-02-19,202102,901151565,10,108266898,30.00,6.00,1,36.00,2023-04-10 13:12:10.000
M012,2021-02-19,202102,901151565,20,108266919,26.36,2.64,1,29.00,2023-04-10 13:12:10.000
M007,2021-02-17,202102,901152099,1,108298777,1448.33,289.67,2,1738.00,2023-04-10 13:12:10.000
M007,2021-02-17,202102,901152099,2,108298785,65.83,13.17,1,79.00,2023-04-10 13:12:10.000
M003,2021-02-18,202102,901152403,1,662668,68.33,13.67,1,82.00,2023-04-10 13:12:10.000
M003,2021-02-18,202102,901152403,2,893138,73.33,14.67,1,88.00,2023-04-10 13:12:10.000
M007,2021-02-18,202102,901153741,1,1000038879,182.73,18.27,3,201.00,2023-04-10 13:12:10.000
M007,2021-02-18,202102,901153741,2,1000038882,75.00,15.00,1,90.00,2023-04-10 13:12:10.000
M007,2021-02-18,202102,901153741,3,1000038933,17.00,3.00,1,21.00,2023-04-10 13:12:10.000
M007,2021-02-19,202102,901153803,1,107207693,29.17,5.83,1,35.00,2023-04-10 13:12:10.000
M007,2021-02-19,202102,901153803,2,2024934005,18.18,1.82,1,20.00,2023-04-10 13:12:10.000
M005,2021-02-16,202102,901153878,1,1000039827,66.36,6.64,1,73.00,2023-04-10 13:12:10.000
M005,2021-02-16,202102,901153878,2,1000039828,95.00,19.00,2,114.00,2023-04-10 13:12:10.000
M005,2021-02-16,202102,901153878,3,1000039850,15.00,3.00,1,18.00,2023-04-10 13:12:10.000
M005,2021-02-16,202102,901153878,4,1000039863,20.91,2.09,1,23.00,2023-04-10 13:12:10.000
M005,2021-02-16,202102,901153878,5,1000039898,30.00,6.00,1,36.00,2023-04-10 13:12:10.000
M005,2021-02-16,202102,901153878,6,1000039900,32.50,6.00,1,39.00,2023-04-10 13:12:10.000
M005,2021-02-16,202102,901153878,7,1000039901,75.00,15.00,3,90.00,2023-04-10 13:12:10.000
M005,2021-02-16,202102,901153878,8,1000039936,21.67,4.33,1,26.00,2023-04-10 13:12:10.000
M005,2021-02-16,202102,901153878,9,1000039944,75.83,15.17,1,91.00,2023-04-10 13:12:10.000
M005,2021-02-16,202102,901153878,10,1000039952,197.50,39.50,3,237.00,2023-04-10 13:12:10.000
M005,2021-02-16,202102,901153878,11,1000039954,12.00,2.00,1,15.00,2023-04-10 13:12:10.000
M005,2021-02-16,202102,901153878,12,1000039957,1055.83,211.17,1,1267.00,2023-04-10 13:12:10.000
M005,2021-02-16,202102,901153878,13,1000039969,130.00,26.00,4,156.00,2023-04-10 13:12:10.000
M006,2021-02-17,202102,901154046,1,2025777004,228.33,45.67,1,274.00,2023-04-10 13:12:10.000
M006,2021-02-17,202102,901154046,2,2025784003,532.50,106.50,1,639.00,2023-04-10 13:12:10.000
M003,2021-02-16,202102,901154458,1,1000013358,49.17,9.83,1,59.00,2023-04-10 13:12:10.000
M003,2021-02-16,202102,901154458,2,2025540004,5.00,1.00,1,6.00,2023-04-10 13:12:10.000
M003,2021-02-16,202102,901154458,3,2027775003,54.17,10.83,1,65.00,2023-04-10 13:12:10.000
M003,2021-02-16,202102,901154458,4,2029916003,52.50,10.00,1,63.00,2023-04-10 13:12:10.000
M007,2021-02-21,202102,901154502,1,1000041422,82.50,16.00,1,99.00,2023-04-10 13:12:10.000
M007,2021-02-21,202102,901154502,2,1000041426,1.82,0.18,1,2.00,2023-04-10 13:12:10.000
M007,2021-02-21,202102,901154502,3,1000041427,393.64,39.36,1,433.00,2023-04-10 13:12:10.000
M007,2021-02-21,202102,901154502,4,1000041429,551.67,110.33,1,662.00,2023-04-10 13:12:10.000
M007,2021-02-21,202102,901154502,5,1000041431,38.33,7.67,1,46.00,2023-04-10 13:12:10.000
M007,2021-02-21,202102,901154502,6,1000041645,54.17,10.83,1,65.00,2023-04-10 13:12:10.000
M007,2021-02-21,202102,901154502,7,1000041787,67.50,13.00,1,81.00,2023-04-10 13:12:10.000
M007,2021-02-21,202102,901154502,8,1000041894,76.67,15.33,1,92.00,2023-04-10 13:12:10.000
M007,2021-02-21,202102,901154502,9,1000041895,674.55,67.45,1,742.00,2023-04-10 13:12:10.000
M007,2021-02-21,202102,901154502,10,1000041897,356.67,71.33,1,428.00,2023-04-10 13:12:10.000
M007,2021-02-21,202102,901154502,11,1000041900,2988.33,597.67,1,3586.00,2023-04-10 13:12:10.000
M007,2021-02-21,202102,901154502,12,1000041905,2.73,0.27,1,3.00,2023-04-10 13:12:10.000
M007,2021-02-21,202102,901154502,13,1000041924,695.00,139.00,1,834.00,2023-04-10 13:12:10.000
M010,2021-02-20,202102,901155215,1,2031964001,167.27,16.73,1,184.00,2023-04-10 13:12:10.000
M010,2021-02-20,202102,901155215,2,2031974002,242.50,48.50,1,291.00,2023-04-10 13:12:10.000
M010,2021-02-20,202102,901155215,3,2031988001,21.67,4.33,1,26.00,2023-04-10 13:12:10.000
M002,2021-02-22,202102,901155223,10,1000025093,50.00,10.00,3,60.00,2023-04-10 13:12:10.000
M002,2021-02-22,202102,901155223,20,1000025097,92.50,18.00,3,111.00,2023-04-10 13:12:10.000
M014,2021-02-16,202102,901155399,1,1000050726,657.50,131.50,3,789.00,2023-04-10 13:12:10.000
M014,2021-02-16,202102,901155399,2,1000050728,59.09,5.91,1,65.00,2023-04-10 13:12:10.000
M014,2021-02-16,202102,901155399,3,1000050732,61.67,12.33,1,74.00,2023-04-10 13:12:10.000
M014,2021-02-16,202102,901155399,4,1000050734,18.33,3.67,1,22.00,2023-04-10 13:12:10.000
M014,2021-02-16,202102,901155399,5,1000050749,50.83,10.17,1,61.00,2023-04-10 13:12:10.000
M014,2021-02-16,202102,901155399,6,1000050836,75.00,15.00,1,90.00,2023-04-10 13:12:10.000
M014,2021-02-16,202102,901155399,7,1000050908,703.33,140.67,4,844.00,2023-04-10 13:12:10.000
M014,2021-02-16,202102,901155399,8,1000050918,3.33,0.67,1,4.00,2023-04-10 13:12:10.000
M014,2021-02-16,202102,901155399,9,1000050964,50.91,5.09,1,56.00,2023-04-10 13:12:10.000
M014,2021-02-16,202102,901155399,10,1000050974,28.33,5.67,1,34.00,2023-04-10 13:12:10.000
M014,2021-02-16,202102,901155399,11,1000050975,43.33,8.67,1,52.00,2023-04-10 13:12:10.000
M014,2021-02-16,202102,901155399,12,1000050993,555.00,111.00,3,666.00,2023-04-10 13:12:10.000
M003,2021-02-18,202102,901155451,1,17615,809.17,161.83,1,971.00,2023-04-10 13:12:10.000
M003,2021-02-18,202102,901155451,2,25390,34.17,6.83,1,41.00,2023-04-10 13:12:10.000
M003,2021-02-18,202102,901155451,3,31929,65.83,13.17,1,79.00,2023-04-10 13:12:10.000
M003,2021-02-23,202102,901155799,1,103170846,75.00,15.00,1,90.00,2023-04-10 13:12:10.000
M008,2021-02-22,202102,901156373,1,106094578,662.50,132.50,3,795.00,2023-04-10 13:12:10.000
M008,2021-02-22,202102,901156373,2,106098579,60.00,6.00,1,66.00,2023-04-10 13:12:10.000
M008,2021-02-22,202102,901156373,3,106098632,4032.50,806.50,1,4839.00,2023-04-10 13:12:10.000
M008,2021-02-22,202102,901156373,4,106108571,51.67,10.33,1,62.00,2023-04-10 13:12:10.000
M004,2021-02-19,202102,901157943,1,7000009745,80.83,16.17,1,97.00,2023-04-10 13:12:10.000
M003,2021-02-18,202102,901158093,1,1000050313,766.67,153.33,1,920.00,2023-04-10 13:12:10.000
M003,2021-02-18,202102,901158093,2,1000050315,42.50,8.00,1,51.00,2023-04-10 13:12:10.000
M006,2021-02-18,202102,901158094,1,662668,273.33,54.67,4,328.00,2023-04-10 13:12:10.000
M006,2021-02-18,202102,901158094,2,817851,16.67,3.33,1,20.00,2023-04-10 13:12:10.000
M006,2021-02-18,202102,901158094,3,7000009745,80.83,16.17,1,97.00,2023-04-10 13:12:10.000
M003,2021-02-17,202102,901158377,1,1000034092,42.73,4.27,1,47.00,2023-04-10 13:12:10.000
M003,2021-02-17,202102,901158377,2,1000034093,28.33,5.67,1,34.00,2023-04-10 13:12:10.000
M003,2021-02-17,202102,901158377,3,1000034187,95.00,19.00,3,114.00,2023-04-10 13:12:10.000
M007,2021-02-20,202102,901158877,1,2025580007,82.50,16.00,1,99.00,2023-04-10 13:12:10.000
M007,2021-02-20,202102,901158877,2,2025584008,17.00,3.00,1,21.00,2023-04-10 13:12:10.000
M003,2021-02-17,202102,901161670,1,2030828005,11.67,2.33,1,14.00,2023-04-10 13:12:10.000
M003,2021-02-17,202102,901161670,2,2030832005,3902.50,780.50,1,4683.00,2023-04-10 13:12:10.000
M003,2021-02-17,202102,901161670,3,2030847002,69.17,13.83,1,83.00,2023-04-10 13:12:10.000
M005,2021-02-21,202102,901162096,1,1000008015,42.73,4.27,1,47.00,2023-04-10 13:12:10.000
M005,2021-02-21,202102,901162096,2,1000008170,50.83,10.17,1,61.00,2023-04-10 13:12:10.000
M005,2021-02-21,202102,901162096,3,1000008487,47.50,9.00,1,57.00,2023-04-10 13:12:10.000
M005,2021-02-21,202102,901162096,4,1000008489,50.00,5.00,1,55.00,2023-04-10 13:12:10.000
M005,2021-02-21,202102,901162096,5,1000008529,657.50,131.50,1,789.00,2023-04-10 13:12:10.000
M005,2021-02-21,202102,901162096,6,1000008530,23.33,4.67,2,28.00,2023-04-10 13:12:10.000
M005,2021-02-21,202102,901162096,7,1000008678,52.50,10.00,1,63.00,2023-04-10 13:12:10.000
M005,2021-02-21,202102,901162096,8,1000008746,95.00,19.00,1,114.00,2023-04-10 13:12:10.000
M005,2021-02-21,202102,901162096,9,1000009038,205.00,41.00,3,246.00,2023-04-10 13:12:10.000
M005,2021-02-21,202102,901162096,10,1000009386,45.83,9.17,1,55.00,2023-04-10 13:12:10.000
M005,2021-02-21,202102,901162096,11,1000009394,109.09,10.91,3,120.00,2023-04-10 13:12:10.000
M005,2021-02-21,202102,901162096,12,1000009505,397.27,39.73,1,437.00,2023-04-10 13:12:10.000
M005,2021-02-21,202102,901162096,13,1000009507,3.33,0.67,1,4.00,2023-04-10 13:12:10.000
M005,2021-02-21,202102,901162096,14,1000009509,154.17,30.83,1,185.00,2023-04-10 13:12:10.000
M005,2021-02-21,202102,901162096,15,1000009651,54.55,5.45,1,60.00,2023-04-10 13:12:10.000
M005,2021-02-21,202102,901162096,16,1000009702,266.67,53.33,2,320.00,2023-04-10 13:12:10.000
M005,2021-02-21,202102,901162096,17,1000010058,81.67,16.33,1,98.00,2023-04-10 13:12:10.000
M005,2021-02-21,202102,901162096,18,1000010362,56.36,5.64,2,62.00,2023-04-10 13:12:10.000
M005,2021-02-21,202102,901162096,19,1000011056,10.83,2.17,1,13.00,2023-04-10 13:12:10.000
M011,2021-02-20,202102,901162155,1,2032779001,19.17,3.83,1,23.00,2023-04-10 13:12:10.000
M011,2021-02-20,202102,901162155,2,2032814004,763.33,152.67,1,916.00,2023-04-10 13:12:10.000
M005,2021-02-18,202102,901162751,1,2028565002,33.64,3.36,1,37.00,2023-04-10 13:12:10.000
M005,2021-02-18,202102,901162751,2,2028566002,64.55,6.45,1,71.00,2023-04-10 13:12:10.000
M005,2021-02-18,202102,901162751,3,2028575003,32.73,3.27,1,36.00,2023-04-10 13:12:10.000
M009,2021-02-23,202102,901163225,1,107636244,740.00,148.00,3,888.00,2023-04-10 13:12:10.000
M013,2021-02-21,202102,901163423,10,108267276,35.83,7.17,1,43.00,2023-04-10 13:12:10.000
M013,2021-02-21,202102,901163423,20,1000002662,43.33,8.67,1,52.00,2023-04-10 13:12:10.000
M001,2021-02-17,202102,901165104,1,646,1709.09,170.91,4,1880.00,2023-04-10 13:12:10.000
M001,2021-02-17,202102,901165104,2,19719,163.33,32.67,4,196.00,2023-04-10 13:12:10.000
M003,2021-02-22,202102,901165239,1,1000014447,0.83,0.17,1,1.00,2023-04-10 13:12:10.000
M003,2021-02-22,202102,901165239,2,1000014458,132.50,26.00,3,159.00,2023-04-10 13:12:10.000
M001,2021-02-22,202102,901165248,1,2032813002,30.00,6.00,1,36.00,2023-04-10 13:12:10.000
M001,2021-02-22,202102,901165248,2,2032814005,45.45,4.55,1,50.00,2023-04-10 13:12:10.000
M003,2021-02-20,202102,901166207,1,7000009745,80.83,16.17,1,97.00,2023-04-10 13:12:10.000
M006,2021-02-26,202102,901166515,1,7000009745,323.33,64.67,4,388.00,2023-04-10 13:12:10.000
M001,2021-02-17,202102,901166616,1,1000045350,59.17,11.83,1,71.00,2023-04-10 13:12:10.000
M007,2021-02-19,202102,901168926,1,1000004987,270.00,27.00,3,297.00,2023-04-10 13:12:10.000
M007,2021-02-19,202102,901168926,2,2025794003,70.00,14.00,1,84.00,2023-04-10 13:12:10.000
M007,2021-02-19,202102,901168926,3,2032721003,473.33,94.67,1,568.00,2023-04-10 13:12:10.000
M015,2021-02-19,202102,901169767,1,1000026986,666.67,133.33,1,800.00,2023-04-10 13:12:10.000
M015,2021-02-19,202102,901169767,2,1000026999,71.67,14.33,2,86.00,2023-04-10 13:12:10.000
M004,2021-02-19,202102,901169769,1,106915701,20.00,4.00,1,24.00,2023-04-10 13:12:10.000
M004,2021-02-19,202102,901169769,2,106915735,188.18,18.82,1,207.00,2023-04-10 13:12:10.000
M004,2021-02-19,202102,901169769,3,106915760,44.17,8.83,1,53.00,2023-04-10 13:12:10.000
M004,2021-02-19,202102,901169769,4,106998770,78.18,7.82,1,86.00,2023-04-10 13:12:10.000
M004,2021-02-19,202102,901169769,5,107029698,616.67,123.33,1,740.00,2023-04-10 13:12:10.000
M004,2021-02-19,202102,901169769,6,107056696,323.64,32.36,1,356.00,2023-04-10 13:12:10.000
M004,2021-02-19,202102,901169769,7,107084806,40.83,8.17,1,49.00,2023-04-10 13:12:10.000
M004,2021-02-19,202102,901169769,8,107084865,218.33,43.67,1,262.00,2023-04-10 13:12:10.000
M004,2021-02-19,202102,901169769,9,107084873,121.82,12.18,1,134.00,2023-04-10 13:12:10.000
M004,2021-02-19,202102,901169769,10,107084902,0.83,0.17,1,1.00,2023-04-10 13:12:10.000
M004,2021-02-19,202102,901169769,11,107087708,645.83,129.17,1,775.00,2023-04-10 13:12:10.000
M004,2021-02-19,202102,901169769,12,107087716,83.33,16.67,1,100.00,2023-04-10 13:12:10.000
M004,2021-02-19,202102,901169769,13,107087732,15.83,3.17,1,19.00,2023-04-10 13:12:10.000
M001,2021-02-19,202102,901169770,1,7000009745,80.83,16.17,1,97.00,2023-04-10 13:12:10.000
M003,2021-02-20,202102,901171038,1,108217789,199.17,39.83,1,239.00,2023-04-10 13:12:10.000
M003,2021-02-20,202102,901171038,2,108234773,80.83,16.17,1,97.00,2023-04-10 13:12:10.000
M003,2021-02-20,202102,901171038,3,108236613,73.33,14.67,2,88.00,2023-04-10 13:12:10.000
M003,2021-02-20,202102,901171038,4,108248817,664.17,132.83,1,797.00,2023-04-10 13:12:10.000
M003,2021-02-21,202102,901171219,1,2025124004,81.82,8.18,2,90.00,2023-04-10 13:12:10.000
M005,2021-02-20,202102,901172527,1,1000040781,30.00,6.00,1,36.00,2023-04-10 13:12:10.000
M005,2021-02-20,202102,901172527,2,1000040788,51.67,10.33,1,62.00,2023-04-10 13:12:10.000
M003,2021-02-18,202102,901173996,1,724391,45.83,9.17,1,55.00,2023-04-10 13:12:10.000
M003,2021-02-18,202102,901173996,2,7000009745,242.50,48.50,3,291.00,2023-04-10 13:12:10.000
M003,2021-02-19,202102,901178459,10,318233,187.50,37.50,3,225.00,2023-04-10 13:12:10.000
