address,z_address,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,yearbuilt,zestimate,zipcode
Address: 8 Buchanan Street #507,8 Buchanan St UNIT 507,1.0,1.0,636.0,03/26/2014,695000.0,37.769856,-122.426551,Hayes Valley,3.0,Condominium,2014.0,793469.0,94102.0
Address: 8 Buchanan Street #309,8 Buchanan St UNIT 309,1.0,1.0,725.0,03/26/2014,773000.0,37.769856,-122.426551,Hayes Valley,3.0,Condominium,2014.0,852420.0,94102.0
Address: 320 Texas Street,320 Texas St,2.0,2.0,1470.0,03/26/2014,1450000.0,37.762296,-122.395595,Potrero Hill,6.0,Condominium,1912.0,1465445.0,94107.0
Address: 1483 Sutter Street #1205,1483 Sutter St APT 1205,2.0,2.0,1440.0,03/26/2014,1100000.0,37.78675,-122.424235,Van Ness - Civic Center,5.0,Condominium,1993.0,1316377.0,94109.0
Address: 2825 22nd Street #2,2825 22nd St # 2,1.0,2.0,1375.0,03/26/2014,1279000.0,37.755676,-122.41093,Mission,5.0,Condominium,1900.0,1052084.0,94110.0
Address: 156 San Juan Avenue,156 San Juan Ave,2.0,3.0,1046.0,03/26/2014,999500.0,37.725232,-122.437697,Mission Terrace,4.0,SingleFamily,1924.0,843437.0,94112.0
Address: 153 Lower Terrace,153 Lower Ter,1.0,1.0,635.0,03/26/2014,740000.0,37.76308,-122.44269,Corona Heights,4.0,Condominium,1906.0,739299.0,94114.0
Address: 2299 Market Street #501,2299 Market St APT 501,3.0,2.0,1512.0,02/24/2016,1995000.0,37.764138,-122.433001,Eureka Valley - Dolores Heights - Castro,5.0,Condominium,2013.0,1994655.0,94114.0
Address: 2299 Market Street #502,2299 Market St APT 502,1.0,1.0,691.0,12/04/2015,915000.0,37.764138,-122.433001,Eureka Valley - Dolores Heights - Castro,3.0,Condominium,2013.0,914702.0,94114.0
Address: 4042 23rd Street,4042 23rd St,1.5,3.0,1625.0,03/26/2014,2505000.0,37.75321,-122.433026,Noe Valley,6.0,SingleFamily,1908.0,2207213.0,94114.0
Address: 2055 18th Avenue,2055 18th Ave,2.0,3.0,1982.0,03/26/2014,880000.0,37.749531,-122.475344,Inner Parkside,8.0,SingleFamily,1926.0,1338464.0,94116.0
Address: 641 47th Avenue,641 47th Ave,2.0,2.0,1225.0,03/26/2014,625000.0,37.776361,-122.508315,Outer Richmond,5.0,SingleFamily,1927.0,905447.0,94121.0
Address: 1214 Bowdoin Street,1214 Bowdoin St,2.0,3.0,836.0,03/26/2014,635000.0,37.72073,-122.408636,Portola,4.0,SingleFamily,1951.0,894105.0,94134.0
Address: 8 Buchanan Street #315,8 Buchanan St UNIT 314,1.0,1.0,642.0,04/25/2014,660000.0,37.769856,-122.426551,Hayes Valley,3.0,Condominium,2014.0,795176.0,94102.0
Address: 8 Buchanan Street #409,8 Buchanan St UNIT 409,1.0,1.0,640.0,03/25/2014,663500.0,37.769856,-122.426551,Hayes Valley,3.0,Condominium,2014.0,794500.0,94102.0
Address: 77 Van Ness Avenue #807,77 Van Ness Ave APT 807,1.0,1.0,967.0,03/25/2014,851000.0,37.776062,-122.419853,Van Ness - Civic Center,4.0,Condominium,2009.0,1000065.0,94102.0
Address: 8 Buchanan Street #505,8 Buchanan St UNIT 505,2.0,2.0,1025.0,03/25/2014,1144000.0,37.769856,-122.426551,Hayes Valley,5.0,Condominium,2014.0,1106888.0,94102.0
Address: 301 Main Street #IT8,301 Main St # IT8A,2.0,2.0,1163.0,11/07/2011,849000.0,37.789333,-122.391698,South Beach,5.0,Condominium,2008.0,1561840.0,94105.0
Address: 170 King Street #1124,170 King St # 1124,1.0,1.0,545.0,03/25/2014,649000.0,37.77898,-122.391769,South Beach,3.0,Condominium,2007.0,710440.0,94107.0
Address: 260 King Street #261,260 King St UNIT 261,1.0,1.0,965.0,03/25/2014,690000.0,37.777641,-122.393417,South of Market,3.0,Condominium,2004.0,941506.0,94107.0
Address: 818 Van Ness Avenue #705,818 Van Ness Ave APT 705,2.0,2.0,954.0,03/25/2014,979000.0,37.783241,-122.420478,Van Ness - Civic Center,6.0,Condominium,2008.0,1163793.0,94109.0
Address: 3189 Cesar Chavez #2,3189 Cesar Chavez # 2,2.0,3.0,1807.0,03/25/2014,775000.0,37.740809,-122.414555,Bernal Heights,6.0,Condominium,1981.0,2045775.0,94110.0
Address: 2432 Bryant Street,2432 Bryant St,3.0,2.0,2423.0,03/25/2014,900000.0,37.755417,-122.409696,Mission,11.0,SingleFamily,1900.0,1311769.0,94110.0
Address: 647 Capp Street,647-649 Capp St,3.0,5.0,2710.0,03/25/2014,950000.0,37.756397,-122.417503,Mission,11.0,Duplex,1933.0,1912025.0,94110.0
Address: 2726 Bryant Street,2726 Bryant St,1.0,2.0,1230.0,03/25/2014,1030000.0,37.750743,-122.409255,Mission,5.0,Condominium,1900.0,991443.0,94110.0
Address: 87 Manchester Street,87 Manchester St,3.0,4.0,1846.0,03/25/2014,1355000.0,37.74546,-122.413965,Bernal Heights,7.0,SingleFamily,1927.0,1727261.0,94110.0
Address: 481 Noe Street,481-485 Noe St,3.0,6.0,4050.0,03/25/2014,825000.0,37.761365,-122.432532,Eureka Valley - Dolores Heights - Castro,18.0,MultiFamily2To4,1906.0,1662272.0,94114.0
Address: 4 Hoffman Avenue,4 Hoffman Ave,2.5,3.0,1665.0,03/25/2014,1125000.0,37.753887,-122.441101,Noe Valley,7.0,Condominium,1979.0,1433881.0,94114.0
Address: 9 Abbey Street,9 Abbey St,2.0,3.0,1565.0,03/25/2014,1220000.0,37.763695,-122.427021,Mission,8.0,SingleFamily,1900.0,1786411.0,94114.0
Address: 2821 37th Avenue,2821 37th Ave,1.0,2.0,1100.0,03/25/2014,650000.0,37.734408,-122.494724,Outer Parkside,5.0,SingleFamily,1938.0,816865.0,94116.0
Address: 2186 22nd Avenue,2186 22nd Ave,5.0,5.0,2328.0,03/25/2014,920000.0,37.746935,-122.478901,Parkside,8.0,SingleFamily,1929.0,1484732.0,94116.0
Address: 4031 Cabrillo Street,4031 Cabrillo St,1.0,2.0,1216.938627195137,03/25/2014,855000.0,37.773382,-122.50202,Outer Richmond,5.0,SingleFamily,1926.0,1061546.0,94121.0
Address: 1419 Funston Avenue,1419 Funston Ave,1.0,2.0,1150.0,03/25/2014,810000.0,37.761554,-122.470765,Inner Sunset,5.0,SingleFamily,1928.0,1077352.0,94122.0
Address: 3733 Broderick Street,3733 Broderick St,3.5,4.0,4107.0,03/25/2014,4375000.0,37.804793,-122.445874,Marina,7.0,SingleFamily,1929.0,7063036.0,94123.0
Address: 167 Mangels Avenue,167 Mangels Ave,2.0,4.0,1275.0,03/25/2014,1050000.0,37.732868,-122.441278,Sunnyside,7.0,SingleFamily,1939.0,1181327.0,94131.0
Address: 1578 Noe Street,1578 Noe St,1.0,2.0,1675.0,03/25/2014,1525000.0,37.743742,-122.431454,Noe Valley,6.0,SingleFamily,1904.0,2145541.0,94131.0
Address: 8200 Oceanview Terrace #214,8200 Oceanview Ter APT 214,1.0,1.0,747.0,03/25/2014,373000.0,37.71016,-122.467472,Ingleside Heights,3.0,Condominium,2002.0,537616.0,94132.0
Address: 186 Francisco Street #4,186 Francisco St APT 4,3.5,3.0,3163.0,03/25/2014,3450000.0,37.805549,-122.408337,Telegraph Hill,9.0,Condominium,1988.0,4636554.0,94133.0
Address: 8 Buchanan Street #210,8 Buchanan St UNIT 210,1.0,1.0,639.0,03/24/2014,569500.0,37.769856,-122.426551,Hayes Valley,3.0,Condominium,2014.0,792468.0,94102.0
Address: 75 Folsom Street #904,75 Folsom St APT 904,1.0,1.0,951.0,03/24/2014,915000.0,37.7898,-122.389765,South Beach,3.0,Condominium,1991.0,997424.0,94105.0
Address: 1084 De Haro Street,1084 De Haro St,3.0,5.0,2354.0,03/24/2014,1150000.0,37.756078,-122.401076,Potrero Hill,8.0,Condominium,1986.0,2873918.0,94107.0
Address: 1200 Gough Street #6D,1200 Gough St APT 6D,1.0,1.0,900.0,03/24/2014,765000.0,37.78482,-122.423994,Van Ness - Civic Center,4.0,Condominium,1966.0,845311.0,94109.0
Address: 1228 Leavenworth Street,1228 Leavenworth St,2.0,6.0,3420.0,03/24/2014,2550000.0,37.792576,-122.415725,Nob Hill,12.0,MultiFamily2To4,1909.0,4295833.0,94109.0
Address: 169 Lobos Street,169 Lobos St,1.0,2.0,1100.0,03/24/2014,510000.0,37.71466,-122.458114,Oceanview,5.0,SingleFamily,1920.0,572169.0,94112.0
Address: 130 Roosevelt Way,130 Roosevelt Way,2.0,2.0,1473.0,03/24/2014,1162500.0,37.766887,-122.438713,Buena Vista Park,5.0,Condominium,1967.0,1646344.0,94114.0
Address: 365 Liberty Street,365 Liberty St,1.0,3.0,1740.0,03/24/2014,2035000.0,37.756967,-122.429275,Eureka Valley - Dolores Heights - Castro,7.0,SingleFamily,1912.0,3914157.0,94114.0
Address: 2299 Sacramento Street #7,2299 Sacramento St APT 7,1.0,2.0,1421.0,03/24/2014,995000.0,37.790011,-122.43048,Pacific Heights,5.0,Condominium,1913.0,1287920.0,94115.0
Address: 1550 33rd Avenue,1550 33rd Ave,3.0,4.0,2537.0,03/24/2014,1350000.0,37.758224,-122.491469,Central Sunset,8.0,SingleFamily,1937.0,1477569.0,94122.0
Address: 2961 Broderick Street,2961 Broderick St,1.0,3.0,1844.0,03/24/2014,3450000.0,37.79769,-122.444355,Cow Hollow,6.0,SingleFamily,1923.0,4328886.0,94123.0
Address: 1375 Oakdale Avenue,1375 Oakdale Ave,2.0,3.0,896.0,03/24/2014,490000.0,37.732022,-122.386326,Bayview,6.0,SingleFamily,1907.0,688266.0,94124.0
Address: 243 Monticello Street,243 Monticello St,4.0,4.0,1684.0,03/24/2014,620000.0,37.718668,-122.47102,Merced Heights,7.0,SingleFamily,1941.0,922793.0,94132.0
Address: 300 Berry Street #1306,300 Berry St UNIT 1306,1.0,1.0,694.0,03/24/2014,780000.0,37.773929,-122.39624,South of Market,3.0,Condominium,2009.0,835478.0,94158.0
Address: 8 Buchanan Street #407,8 Buchanan St UNIT 307,1.0,1.0,643.0,03/19/2014,660000.0,37.769856,-122.426551,Hayes Valley,3.0,Condominium,2014.0,815512.0,94102.0
Address: 8 Buchanan Street #311,8 Buchanan St UNIT 311,1.0,1.0,639.0,03/21/2014,677000.0,37.769856,-122.426551,Hayes Valley,3.0,Condominium,2014.0,792982.0,94102.0
Address: 260 King Street #631,260 King St UNIT 631,1.0,1.0,693.0,03/21/2014,605000.0,37.777641,-122.393417,South of Market,3.0,Condominium,2004.0,720757.0,94107.0
Address: 900 Wisconsin Street,900 Wisconsin St,1.0,2.0,1250.0,03/21/2014,1350000.0,37.755922,-122.399121,Potrero Hill,5.0,SingleFamily,1930.0,1644312.0,94107.0
Address: 1001 Pine Street #608,1001 Pine St APT 608,1.0,0.0,450.0,12/07/2015,535000.0,37.790348,-122.412568,Downtown,2.0,Condominium,1964.0,495193.0,94109.0
Address: 3246 21st Street #1,3246 21st St # 1,3.0,3.0,1440.0,03/21/2014,1250000.0,37.757178,-122.419942,Mission,6.0,Condominium,1997.0,1841259.0,94110.0
Address: 1621 Cayuga Avenue,1621 Cayuga Ave,3.0,3.0,1718.0,02/18/2015,1087500.0,37.715822,-122.447064,Outer Mission,7.0,SingleFamily,1938.0,996261.0,94112.0
Address: 32 Edna Street,32 Edna St,2.0,3.0,1400.0,03/21/2014,782000.0,37.72713,-122.446277,Sunnyside,8.0,SingleFamily,1926.0,1215537.0,94112.0
Address: 4021 19th Street,4021 19th St,1.5,2.0,977.0,03/21/2014,975000.0,37.759185,-122.433155,Eureka Valley - Dolores Heights - Castro,4.0,Condominium,1908.0,1029015.0,94114.0
Address: 730 Grand View Avenue,730 Grand View Ave,1.0,2.0,855.0,03/21/2014,1153000.0,37.748706,-122.442851,Noe Valley,4.0,SingleFamily,1957.0,1197334.0,94114.0
Address: 4660 18th Street,4660-4662 18TH St,2.0,5.0,2560.0,03/21/2014,1638000.0,37.760642,-122.442546,Eureka Valley - Dolores Heights - Castro,12.0,MultiFamily2To4,1907.0,2110189.0,94114.0
Address: 3140 Clay Street #5,3140 Clay St APT 5,1.0,2.0,1062.0,03/21/2014,1025000.0,37.78964,-122.44484,Pacific Heights,4.0,SingleFamily,1927.0,1090410.0,94115.0
Address: 2032 14th Avenue,2032 14th Ave,1.5,3.0,1500.0,03/21/2014,955000.0,37.750234,-122.47074,Golden Gate Heights,6.0,SingleFamily,1948.0,1061196.0,94116.0
Address: 2587 28th Avenue,2587 28th Ave,1.0,4.0,1704.0,03/21/2014,968000.0,37.739169,-122.48537,Parkside,7.0,SingleFamily,1938.0,1141268.0,94116.0
Address: 1424 Wawona Street,1424 Wawona St,2.0,3.0,2106.0,03/21/2014,1135000.0,37.737693,-122.482373,Parkside,6.0,SingleFamily,1963.0,1943651.0,94116.0
Address: 825 Cole Street,825 Cole St,1.0,1.0,1008.0,03/21/2014,895000.0,37.766421,-122.450149,Haight-Ashbury,3.0,Condominium,1909.0,923683.0,94117.0
Address: 329 6th Avenue,329 6th Ave,3.0,4.0,2362.0,03/21/2014,1800000.0,37.781896,-122.464677,Inner Richmond,8.0,SingleFamily,1903.0,1723683.0,94118.0
Address: 3318 California Street #4,3318 California St APT 4,3.0,4.0,2140.0,03/21/2014,2200500.0,37.787248,-122.449255,Presidio Heights,11.0,Condominium,2000.0,2470104.0,94118.0
Address: 1607 23rd Avenue,1607 23rd Ave,1.0,2.0,1265.0,03/21/2014,755000.0,37.757561,-122.481289,Central Sunset,5.0,SingleFamily,1926.0,1211345.0,94122.0
Address: 2708 Greenwich Street #3,2708 Greenwich St # 3,2.0,4.0,1998.0,03/21/2014,2610000.0,37.798057,-122.444494,Cow Hollow,8.0,Condominium,1891.0,3302123.0,94123.0
Address: 59 Robblee Avenue,59 Robblee Ave,2.0,4.0,1118.0,03/21/2014,750000.0,37.735393,-122.399163,Silver Terrace,5.0,SingleFamily,1941.0,602432.0,94124.0
Address: 535 Monterey Boulevard,535 Monterey Blvd,2.0,2.0,1355.0,03/21/2014,785000.0,37.731258,-122.447335,Sunnyside,8.0,SingleFamily,1925.0,1100448.0,94127.0
Address: 5044 Diamond Heights Boulevard #12,5044 Diamond Heights Blvd # 12,3.0,4.0,1788.0,03/21/2014,973000.0,37.746428,-122.443856,Diamond Heights,7.0,SingleFamily,1963.0,1702969.0,94131.0
Address: 212 27th Street,212 27th St,1.0,4.0,1300.0,03/21/2014,1751000.0,37.747245,-122.425267,Noe Valley,8.0,SingleFamily,1888.0,1104790.0,94131.0
Address: 92 Forest View Drive,92 Forest View Dr,1.5,3.0,1400.0,03/21/2014,852000.0,37.732606,-122.483384,Lakeshore,5.0,SingleFamily,1941.0,1327142.0,94132.0
Address: 235 Berry Street #312,235 Berry St APT 312,2.0,2.0,955.0,03/21/2014,1160000.0,37.774703,-122.394089,South of Market,4.0,Condominium,2007.0,1221104.0,94158.0
Address: 601 Van Ness Avenue #448,601 Van Ness Ave APT 448,1.0,0.0,442.0,09/23/2014,338000.0,37.781386,-122.421406,Van Ness - Civic Center,2.0,SingleFamily,1982.0,485299.0,94102.0
Address: 8 Buchanan Street #206,8 Buchanan St UNIT 306,1.0,1.0,640.0,03/20/2014,649000.0,37.769856,-122.426551,Hayes Valley,3.0,Condominium,2014.0,813089.0,94102.0
Address: 8 Buchanan Street #306,8 Buchanan St UNIT 306,1.0,1.0,640.0,03/20/2014,649000.0,37.769856,-122.426551,Hayes Valley,3.0,Condominium,2014.0,813089.0,94102.0
Address: 199 Tiffany Avenue #209,199 Tiffany Ave APT 209,2.0,2.0,1278.0,03/20/2014,915000.0,37.744274,-122.421279,Bernal Heights,5.0,Condominium,2004.0,1149789.0,94110.0
Address: 149 Fair Oaks Street,149 Fair Oaks St,6.0,7.0,3852.0,03/20/2014,1225000.0,37.754321,-122.423906,Mission,17.0,Duplex,1898.0,2960812.0,94110.0
Address: 554 Diamond Street,554 Diamond St,3.0,3.0,2949.0,03/20/2014,2040000.0,37.753435,-122.436862,Noe Valley,7.0,SingleFamily,1913.0,3774438.0,94114.0
Address: 4322 Ulloa Street,4322 Ulloa St,1.0,2.0,995.0,03/20/2014,217000.0,37.740228,-122.502814,Outer Parkside,5.0,SingleFamily,1944.0,663821.0,94116.0
Address: 50 Rockridge Drive,50 Rockridge Dr,2.0,3.0,1500.0,03/20/2014,1118000.0,37.750881,-122.46986,Golden Gate Heights,7.0,SingleFamily,1947.0,1441263.0,94116.0
Address: 103 Ashbury Street,103 Ashbury St,1.0,2.0,1335.0,03/20/2014,1103000.0,37.774503,-122.448058,North Panhandle,9.0,Condominium,1920.0,1055416.0,94117.0
Address: 690 Arguello Boulevard #101,690 Arguello Blvd # 101,2.0,3.0,1365.0,03/20/2014,1120000.0,37.777465,-122.45827,Lone Mountain,6.0,Condominium,1993.0,1416597.0,94118.0
Address: 571 42nd Avenue,571 42nd Ave,1.0,1.0,1048.0,03/20/2014,780000.0,37.777871,-122.503176,Outer Richmond,4.0,SingleFamily,1920.0,888262.0,94121.0
Address: 3045 26th Avenue,3045 26th Ave,2.5,3.0,1996.0,03/20/2014,1320000.0,37.731804,-122.482097,Lakeshore,7.0,SingleFamily,1937.0,1325976.0,94132.0
Address: 621 Velasco Avenue,621 Velasco Ave,1.0,3.0,1232.0,03/20/2014,490000.0,37.709384,-122.418118,Visitacion Valley,5.0,SingleFamily,1947.0,646717.0,94134.0
Address: 8 Buchanan Street #307,8 Buchanan St UNIT 307,1.0,1.0,643.0,03/19/2014,660000.0,37.769856,-122.426551,Hayes Valley,3.0,Condominium,2014.0,815512.0,94102.0
Address: 451 Kansas Street #268,451 Kansas St UNIT 268,2.0,2.0,969.0,03/19/2014,1000000.0,37.764114,-122.402984,Potrero Hill,5.0,Condominium,2007.0,1119555.0,94107.0
Address: 10 Miller Place #502,10 Miller Pl APT 502,1.0,1.0,600.0,02/06/2015,675000.0,37.793228,-122.40891,Nob Hill,3.0,Condominium,1963.0,748510.0,94108.0
Address: 119 Ellert Street,119 Ellert St,1.0,2.0,885.0,03/19/2014,695500.0,37.738521,-122.4175,Bernal Heights,4.0,SingleFamily,1900.0,964968.0,94110.0
Address: 516 Lisbon Street,516 Lisbon St,3.0,2.0,1300.0,05/29/2014,700000.0,37.720051,-122.435421,Excelsior,6.0,SingleFamily,1906.0,786178.0,94112.0
Address: 171 Vienna Street,171 Vienna St,2.0,3.0,900.0,03/19/2014,732500.0,37.725412,-122.426334,Excelsior,5.0,SingleFamily,1900.0,702920.0,94112.0
Address: 570 Roosevelt Way,570 Roosevelt Way,2.0,2.0,1068.0,03/19/2014,1050000.0,37.762395,-122.445135,Parnassus - Ashbury,5.0,Condominium,1959.0,1143232.0,94114.0
Address: 307 Chattanooga Street,307 Chattanooga St,1.0,2.0,1296.0,03/19/2014,1150000.0,37.751588,-122.426033,Eureka Valley - Dolores Heights - Castro,5.0,Condominium,1925.0,1271214.0,94114.0
Address: 437 25th Avenue #4,437 25th Ave APT 4,2.0,3.0,1728.0,03/19/2014,960000.0,37.781244,-122.484876,Central Richmond,5.0,Condominium,1985.0,1393051.0,94121.0
Address: 48 Lurline Street,48 Lurline St,1.0,2.0,1024.0,03/19/2014,700000.0,37.759515,-122.470922,Inner Sunset,5.0,SingleFamily,1951.0,1197521.0,94122.0
Address: 1266 41st Avenue,1266 41st Ave,1.0,3.0,1046.0,03/19/2014,741000.0,37.76316,-122.500414,Outer Sunset,5.0,SingleFamily,1924.0,957193.0,94122.0
Address: 1826 22nd Avenue,1826 22nd Ave,2.5,4.0,1851.0,03/19/2014,920000.0,37.753558,-122.479321,Central Sunset,7.0,SingleFamily,1940.0,1019404.0,94122.0
Address: 1820 Kirkham Street,1820 Kirkham St,2.0,2.0,1645.0,03/19/2014,1020000.0,37.759922,-122.480543,Central Sunset,6.0,SingleFamily,1932.0,1312742.0,94122.0
Address: 2400 Vallejo Street,2400 Vallejo St,5.5,6.0,6293.0,03/19/2014,5000000.0,37.795108,-122.437094,Pacific Heights,14.0,SingleFamily,1906.0,10006268.0,94123.0
Address: 804 Red Leaf Court,804 Red Leaf Ct,2.0,2.0,906.0,05/11/2015,466000.0,37.70869,-122.426999,Crocker Amazon,5.0,Condominium,1987.0,489563.0,94134.0
Address: 8 Buchanan Street #213,8 Buchanan St UNIT 213,1.0,1.0,642.0,03/18/2014,634000.0,37.769856,-122.426551,Hayes Valley,3.0,Condominium,2014.0,814408.0,94102.0
Address: 8 Buchanan Street #202,8 Buchanan St UNIT 202,1.0,1.0,778.0,03/18/2014,738500.0,37.769856,-122.426551,Hayes Valley,3.0,Condominium,2014.0,874451.0,94102.0
Address: 8 Buchanan Street #514,8 Buchanan St UNIT 514,1.0,2.0,1105.0,03/18/2014,1081000.0,37.769856,-122.426551,Hayes Valley,5.0,Condominium,2014.0,1135391.0,94102.0
Address: 355 1st Street #1903,355 1st St UNIT 1903,1.0,1.0,795.0,03/19/2014,850000.0,37.787029,-122.3936,South Beach,3.0,Condominium,2004.0,963086.0,94105.0
Address: 1015 Rhode Island Street,1015 Rhode Island St,4.0,4.0,2381.0,11/30/2015,1995000.0,37.756469,-122.401462,Potrero Hill,9.0,SingleFamily,1938.0,2445845.0,94107.0
Address: 122 Linda Street #A,122A Linda St,1.0,1.0,590.0,03/18/2014,634000.0,37.759497,-122.422873,Mission,4.0,Condominium,1906.0,687751.0,94110.0
Address: 136 Prentiss Street,136 Prentiss St,1.0,2.0,1275.0,03/18/2014,1250000.0,37.740936,-122.412197,Bernal Heights,4.0,SingleFamily,1950.0,1411276.0,94110.0
Address: 306 Eureka Street,306 Eureka St,1.0,1.0,600.0,03/18/2014,601000.0,37.757233,-122.438211,Eureka Valley - Dolores Heights - Castro,4.0,MultiFamily2To4,1900.0,830876.0,94114.0
Address: 454 Collingwood Street,454 Collingwood St,1.0,2.0,1004.0,03/18/2014,930000.0,37.755101,-122.435885,Eureka Valley - Dolores Heights - Castro,5.0,Condominium,1947.0,1099762.0,94114.0
Address: 290 Collingwood Street,290 Collingwood St,3.5,4.0,2848.0,03/18/2014,3050000.0,37.757806,-122.436103,Eureka Valley - Dolores Heights - Castro,5.0,SingleFamily,1990.0,2269820.0,94114.0
Address: 1991 46th Avenue,1991 46th Ave,1.0,3.0,969.0,03/18/2014,725000.0,37.749438,-122.505383,Outer Parkside,5.0,SingleFamily,1944.0,829609.0,94116.0
Address: 2459 14th Avenue,2459 14th Ave,2.0,3.0,1925.0,03/18/2014,1450000.0,37.742189,-122.470513,West Portal,6.0,SingleFamily,1927.0,1212214.0,94116.0
Address: 3655 Noriega Street,3655 Noriega St,2.0,4.0,1672.0,03/18/2014,905000.0,37.75281,-122.503079,Outer Sunset,7.0,SingleFamily,1953.0,1316059.0,94122.0
Address: 1774 15th Avenue,1774 15th Ave,2.0,3.0,2552.0,03/18/2014,1200000.0,37.754491,-122.471863,Golden Gate Heights,7.0,SingleFamily,1964.0,1841485.0,94122.0
Address: 2351 Green Street,2351 Green St,2.5,2.0,1768.0,03/18/2014,1845000.0,37.795545,-122.4378,Pacific Heights,6.0,Condominium,1916.0,2872849.0,94123.0
Address: 2 Mercedes Way,2 Mercedes Way,3.5,6.0,4035.0,03/18/2014,2350000.0,37.726556,-122.471451,Ingleside Terrace,12.0,SingleFamily,1931.0,2764040.0,94127.0
Address: 1819 Diamond Street,1819 Diamond St,2.5,2.0,2464.0,03/18/2014,1500000.0,37.742815,-122.435218,Noe Valley,6.0,Condominium,1966.0,2753215.0,94131.0
Address: 431 Ramsell Street,431 Ramsell St,2.0,3.0,1384.0,03/18/2014,491000.0,37.718493,-122.46652,Merced Heights,6.0,SingleFamily,1950.0,1024581.0,94132.0
Address: 501 Crescent Way #5209,501 Crescent Way APT 5209,2.0,3.0,1276.19462041292,03/18/2014,635500.0,37.711929,-122.388603,Bayview,5.0,Condominium,2006.0,690789.0,94134.0
Address: 224 Bowdoin Street,224 Bowdoin St,1.0,2.0,1200.0,03/18/2014,750000.0,37.731051,-122.413166,Portola,5.0,SingleFamily,1940.0,985295.0,94134.0
Address: 8 Buchanan Street #304,8 Buchanan St UNIT 204,1.0,1.0,652.0,07/02/2015,800000.0,37.769856,-122.426551,Hayes Valley,3.0,Condominium,2014.0,822071.0,94102.0
Address: 8 Buchanan Street #412,8 Buchanan St UNIT 312,2.0,2.0,836.0,12/31/2014,749000.0,37.769856,-122.426551,Hayes Valley,3.0,Condominium,2014.0,1005768.0,94102.0
Address: 8 Buchanan Street #515,8 Buchanan St UNIT 514,1.0,2.0,1105.0,03/18/2014,1081000.0,37.769856,-122.426551,Hayes Valley,5.0,Condominium,2014.0,1135391.0,94102.0
Address: 260 King Street #1215,260 King St UNIT 1215,1.0,1.0,920.0,03/17/2014,765000.0,37.777641,-122.393417,South of Market,3.0,Condominium,2004.0,876827.0,94107.0
Address: 166 29th Street #2,166 29th St APT 2,2.0,2.0,1180.0,03/17/2014,885000.0,37.744121,-122.423713,Bernal Heights,5.0,Condominium,1953.0,1192536.0,94110.0
Address: 263 Madrid Street,263 Madrid St,1.0,2.0,1025.0,08/27/2014,638000.0,37.725175,-122.429768,Excelsior,5.0,SingleFamily,1922.0,751811.0,94112.0
Address: 327 Vienna Street,327 Vienna St,4.0,5.0,2829.0,03/24/2015,1305000.0,37.723007,-122.428142,Excelsior,13.0,SingleFamily,1906.0,1100127.0,94112.0
Address: 527 Central Avenue #1,527 Central Ave APT 1,2.0,2.0,1450.0,03/17/2014,875000.0,37.774545,-122.444825,North Panhandle,4.0,Condominium,1914.0,1484994.0,94117.0
Address: 130 Everson Street,130 Everson St,1.5,2.0,1360.0,03/17/2014,800000.0,37.73862,-122.432275,Glen Park,5.0,Condominium,1973.0,1181561.0,94131.0
Address: 300 Ivy Street #207,300 Ivy St APT 207,2.0,2.0,916.0,03/14/2014,337500.0,37.777362,-122.42324,Hayes Valley,4.0,Condominium,2014.0,1232008.0,94102.0
Address: 8 Buchanan Street #200,8 Buchanan St UNIT 200,2.0,2.0,884.0,03/14/2014,849500.0,37.769856,-122.426551,Hayes Valley,5.0,Condominium,2014.0,1065833.0,94102.0
Address: 1160 Mission Street #1502,1160 Mission St UNIT 1502,1.0,1.0,764.0,03/14/2014,840000.0,37.778705,-122.412635,South of Market,3.0,Condominium,2008.0,876278.0,94103.0
Address: 834 Arkansas Street #4,834 Arkansas St APT 4,1.0,2.0,870.0,03/14/2014,700000.0,37.75557,-122.398111,Potrero Hill,4.0,Condominium,1962.0,892709.0,94107.0
Address: 650 Delancey Street #416,650 Delancey St APT 416,2.0,2.0,1300.0,03/14/2014,1495000.0,37.782775,-122.389686,South Beach,5.0,Condominium,1996.0,1704067.0,94107.0
Address: 1155 Filbert Street #301,1155 Filbert St APT 301,1.0,1.0,620.0,03/14/2014,678000.0,37.79996,-122.418455,Russian Hill,3.0,Condominium,1910.0,725935.0,94109.0
Address: 1865 California Street #3,1865 California St APT 3,2.0,3.0,1475.0,03/14/2014,1550000.0,37.789732,-122.424902,Van Ness - Civic Center,6.0,Condominium,1927.0,1425624.0,94109.0
Address: 81 Minerva Street,81 Minerva St,5.0,6.0,3679.0,03/14/2014,860000.0,37.715563,-122.455501,Oceanview,11.0,SingleFamily,1926.0,1285380.0,94112.0
Address: 456 Collingwood Street,456 Collingwood St,1.0,1.0,1004.0,03/14/2014,1100000.0,37.755103,-122.435887,Eureka Valley - Dolores Heights - Castro,5.0,Condominium,1947.0,1064291.0,94114.0
Address: 2579 29th Avenue,2579 29th Ave,1.0,2.0,1370.0,03/14/2014,985000.0,37.739252,-122.486498,Parkside,5.0,SingleFamily,1927.0,862299.0,94116.0
